Table,Column,Type,Size,Description
ProductOrderIdentifier,ClinicalDatabaseName,varchar,20,Clinical Database Name
ProductOrderIdentifier,Facility_ID,bigint,,Reference to Facility
ProductOrderIdentifier,Identifier,varchar,100,Identifier
ProductOrderIdentifier,IdentifierType,varchar,20,Identifier Type
ProductOrderIdentifier,IsPrimary,bool,,Is Is Primary?
ProductOrderIdentifier,ProductOrder_ID,bigint,,Reference to ProductOrder
ProductOrderIdentifier,ProductOrderIdentifier_ID,bigint,,ID for ProductOrderIdentifier
ProductOrderIdentifier,RowVersionNumber,int,,Row Version Number

ProductRoute,,,,Product Route
ProductRoute,ProductRoute_ID,bigint,,ID for ProductRoute
ProductRoute,RouteCode,varchar,20,Route Code
ProductRoute,RoutedProduct_ID,bigint,,Reference to RoutedProduct
ProductRoute,RowVersionNumber,int,,Row Version Number

ProductState,,,,Product State
ProductState,DEAClass,bool,,Is DEA Class?
ProductState,DispensableProduct_ID,bigint,,Reference to DispensableProduct
ProductState,ProductState_ID,bigint,,ID for ProductState
ProductState,RowVersionNumber,int,,Row Version Number
ProductState,State,varchar,20,State

ProductSubstitution,,,,Product Substitution
ProductSubstitution,Condition_ID,bigint,,Reference to Condition
ProductSubstitution,DispensableProduct_ID,bigint,,Reference to DispensableProduct
ProductSubstitution,DoseFactor,decimal,"5,3",Dose Factor
ProductSubstitution,DoseText,varchar,50,Dose Text
ProductSubstitution,Frequency_ID,bigint,,Reference to Frequency
ProductSubstitution,ProductSubstitution_ID,bigint,,ID for ProductSubstitution
ProductSubstitution,RouteCode,varchar,20,Route Code
ProductSubstitution,RowVersionNumber,int,,Row Version Number
ProductSubstitution,SubstituteDispensableProduct_ID,bigint,,Reference to SubstituteDispensableProduct
ProductSubstitution,SubstituteDoseText,varchar,50,Substitute Dose Text
ProductSubstitution,SubstituteFrequency_ID,bigint,,Reference to SubstituteFrequency
ProductSubstitution,SubstituteRouteCode,varchar,20,Substitute Route Code
ProductSubstitution,SubstitutionMessage,varchar,,Substitution Message
ProductSubstitution,SubstitutionOrder,int,,Substitution Order
ProductSubstitution,SubstitutionRequired,bool,,Is Substitution Required?

ProductUnitOfMeasure,,,,Product Unit Of Measure
ProductUnitOfMeasure,ProductUnitOfMeasure_ID,bigint,,ID for ProductUnitOfMeasure
ProductUnitOfMeasure,RoutedProduct_ID,bigint,,Reference to RoutedProduct
ProductUnitOfMeasure,RowVersionNumber,int,,Row Version Number
ProductUnitOfMeasure,UnitOfMeasure,varchar,30,Unit Of Measure

ReportSet,,,,Report Set
ReportSet,Active,bool,,Is Active?
ReportSet,AssessmentsCondition_ID,bigint,,Reference to AssessmentsCondition
ReportSet,DocumentationCondition_ID,bigint,,Reference to DocumentationCondition
ReportSet,IncludeAssessments,bool,,Is Include Assessments?
ReportSet,IncludeDocumentation,bool,,Is Include Documentation?
ReportSet,IncludeTreatments,bool,,Is Include Treatments?
ReportSet,ItemsPrechecked,bool,,Is Items Prechecked?
ReportSet,ObservationGroupReportFile,varchar,200,Observation Group Report File
ReportSet,ObservationGroupReportFileForMultipleSets,varchar,200,Observation Group Report File For Multiple Sets
ReportSet,ReportSet_ID,bigint,,ID for ReportSet
ReportSet,ReportSetName,varchar,100,Report Set Name
ReportSet,RowVersionNumber,int,,Row Version Number
ReportSet,TreatmentsCondition_ID,bigint,,Reference to TreatmentsCondition

ReportSetFavorite,,,,Report Set Favorite
ReportSetFavorite,CombineOnExport,bool,,Is Combine On Export?
ReportSetFavorite,ExportDirectory,varchar,200,Export Directory
ReportSetFavorite,ExportFileName,varchar,200,Export File Name
ReportSetFavorite,ExportFormat,varchar,10,Export Format
ReportSetFavorite,FavoriteName,varchar,100,Favorite Name
ReportSetFavorite,FromDateType,int,,From Date Type
ReportSetFavorite,PatientDocumentsPrechecked,bool,,Is Patient Documents Prechecked?
ReportSetFavorite,PrinterName,varchar,200,Printer Name
ReportSetFavorite,ReportSet_ID,bigint,,Reference to ReportSet
ReportSetFavorite,ReportSetFavorite_ID,bigint,,ID for ReportSetFavorite
ReportSetFavorite,RowVersionNumber,int,,Row Version Number
ReportSetFavorite,ToDateType,int,,To Date Type
ReportSetFavorite,VisitDocumentsPrechecked,bool,,Is Visit Documents Prechecked?

ReportSetFavoriteItem,,,,Report Set Favorite Item
ReportSetFavoriteItem,DocumentType,varchar,20,Document Type
ReportSetFavoriteItem,ObservationGroup_ID,bigint,,Reference to ObservationGroup
ReportSetFavoriteItem,ReportSetFavorite_ID,bigint,,Reference to ReportSetFavorite
ReportSetFavoriteItem,ReportSetFavoriteItem_ID,bigint,,ID for ReportSetFavoriteItem
ReportSetFavoriteItem,ReportSetItem_ID,bigint,,Reference to ReportSetItem
ReportSetFavoriteItem,RowVersionNumber,int,,Row Version Number
ReportSetFavoriteItem,Selected,bool,,Is Selected?
ReportSetFavoriteItem,SortOrder,int,,Sort Order

ReportSetItem,,,,Report Set Item
ReportSetItem,ItemName,varchar,300,Item Name
ReportSetItem,ItemSortOrder,int,,Item Sort Order
ReportSetItem,ItemType,int,,Item Type
ReportSetItem,ReportFile,varchar,200,Report File
ReportSetItem,ReportFormat,varchar,100,Report Format
ReportSetItem,ReportName,varchar,100,Report Name
ReportSetItem,ReportOptionValues,varchar,,Report Option Values
ReportSetItem,ReportParameterValues,varchar,,Report Parameter Values
ReportSetItem,ReportSelectionFormula,varchar,,Report Selection Formula
ReportSetItem,ReportSet_ID,bigint,,Reference to ReportSet
ReportSetItem,ReportSetItem_ID,bigint,,ID for ReportSetItem
ReportSetItem,RowVersionNumber,int,,Row Version Number
ReportSetItem,SeparateReportHours,decimal,"10,2",Separate Report Hours

RequisitionItem,,,,Requisition Item
RequisitionItem,Order_ID,bigint,,Reference to Order
RequisitionItem,RequisitionItem_ID,bigint,,ID for RequisitionItem
RequisitionItem,RowVersionNumber,int,,Row Version Number
RequisitionItem,TherapyAdmin_ID,bigint,,Reference to TherapyAdmin
RequisitionItem,VisitRequisition_ID,bigint,,Reference to VisitRequisition

RoleAuthorizationArea,,,,Role Authorization Area
RoleAuthorizationArea,AuthorizationArea,varchar,200,Authorization Area
RoleAuthorizationArea,AuthorizationRole_ID,bigint,,Reference to AuthorizationRole
RoleAuthorizationArea,RoleAuthorizationArea_ID,bigint,,ID for RoleAuthorizationArea
RoleAuthorizationArea,RowVersionNumber,int,,Row Version Number

RoutedProduct,,,,Routed Product
RoutedProduct,Aliases,varchar,2000,Aliases
RoutedProduct,DisplayBrandName,varchar,80,Display Brand Name
RoutedProduct,ExcludeGenericNameInDisplay,bool,,Is Exclude Generic Name In Display?
RoutedProduct,ExcludeSuffixInDisplay,bool,,Is Exclude Suffix In Display?
RoutedProduct,FormTypes,varchar,50,Form Types
RoutedProduct,GenericNameSuffix,varchar,100,Generic Name Suffix
RoutedProduct,IncludeDosesFromStrengths,bool,,Is Include Doses From Strengths?
RoutedProduct,KeepInSyncWithClinicalDatabase,bool,,Is Keep In Sync With Clinical Database?
RoutedProduct,LeafletRoutedProduct_ID,bigint,,Reference to LeafletRoutedProduct
RoutedProduct,MergedToRoutedProduct_ID,bigint,,Reference to MergedToRoutedProduct
RoutedProduct,MicromedexNDC,varchar,20,Micromedex NDC
RoutedProduct,NamedProduct_ID,bigint,,Reference to NamedProduct
RoutedProduct,PreferredRxNormCode,varchar,30,Preferred Rx Norm Code
RoutedProduct,RouteCode,varchar,20,Route Code
RoutedProduct,RoutedProduct_ID,bigint,,ID for RoutedProduct
RoutedProduct,RowVersionNumber,int,,Row Version Number

RoutedProductField,,,,Routed Product Field
RoutedProductField,FieldValue,varchar,1000,Field Value
RoutedProductField,RoutedProduct_ID,bigint,,Reference to RoutedProduct
RoutedProductField,RoutedProductField_ID,bigint,,ID for RoutedProductField
RoutedProductField,RowVersionNumber,int,,Row Version Number
RoutedProductField,UserDefinedField_ID,bigint,,Reference to UserDefinedField

RoutedProductIdentifier,,,,Routed Product Identifier
RoutedProductIdentifier,ClinicalDatabaseName,varchar,20,Clinical Database Name
RoutedProductIdentifier,Facility_ID,bigint,,Reference to Facility
RoutedProductIdentifier,Identifier,varchar,100,Identifier
RoutedProductIdentifier,IdentifierType,varchar,20,Identifier Type
RoutedProductIdentifier,IsPrimary,bool,,Is Is Primary?
RoutedProductIdentifier,RoutedProduct_ID,bigint,,Reference to RoutedProduct
RoutedProductIdentifier,RoutedProductIdentifier_ID,bigint,,ID for RoutedProductIdentifier
RoutedProductIdentifier,RowVersionNumber,int,,Row Version Number

RuleAction,,,,Rule Action
RuleAction,ActionOrder,int,,Action Order
RuleAction,CheckConditionOnActionStaff,bool,,Is Check Condition On Action Staff?
RuleAction,Condition_ID,bigint,,Reference to Condition
RuleAction,IsDefaultAction,bool,,Is Is Default Action?
RuleAction,RowVersionNumber,int,,Row Version Number
RuleAction,Rule_ID,bigint,,Reference to Rule
RuleAction,RuleAction_ID,bigint,,ID for RuleAction
RuleAction,RuleActionType,varchar,40,Rule Action Type
RuleAction,SettingData1,varchar,,Setting Data1
RuleAction,SettingData10,varchar,2000,Setting Data10
RuleAction,SettingData11,varchar,2000,Setting Data11
RuleAction,SettingData12,varchar,2000,Setting Data12
RuleAction,SettingData13,varchar,2000,Setting Data13
RuleAction,SettingData14,varchar,2000,Setting Data14
RuleAction,SettingData15,varchar,2000,Setting Data15
RuleAction,SettingData16,varchar,2000,Setting Data16
RuleAction,SettingData17,varchar,2000,Setting Data17
RuleAction,SettingData18,varchar,2000,Setting Data18
RuleAction,SettingData19,varchar,2000,Setting Data19
RuleAction,SettingData2,varchar,2000,Setting Data2
RuleAction,SettingData20,varchar,2000,Setting Data20
RuleAction,SettingData21,varchar,2000,Setting Data21
RuleAction,SettingData3,varchar,2000,Setting Data3
RuleAction,SettingData4,varchar,2000,Setting Data4
RuleAction,SettingData5,varchar,2000,Setting Data5
RuleAction,SettingData6,varchar,2000,Setting Data6
RuleAction,SettingData7,varchar,2000,Setting Data7
RuleAction,SettingData8,varchar,2000,Setting Data8
RuleAction,SettingData9,varchar,2000,Setting Data9

RuleCondition,,,,Rule Condition
RuleCondition,CheckConditionOnActionStaff,bool,,Is Check Condition On Action Staff?
RuleCondition,Condition_ID,bigint,,Reference to Condition
RuleCondition,NotCondition,bool,,Is Not Condition?
RuleCondition,RowVersionNumber,int,,Row Version Number
RuleCondition,Rule_ID,bigint,,Reference to Rule
RuleCondition,RuleCondition_ID,bigint,,ID for RuleCondition

RuleFacility,,,,Rule Facility
RuleFacility,Facility_ID,bigint,,Reference to Facility
RuleFacility,RowVersionNumber,int,,Row Version Number
RuleFacility,Rule_ID,bigint,,Reference to Rule
RuleFacility,RuleFacility_ID,bigint,,ID for RuleFacility

RuleInfo,,,,Rule Info
RuleInfo,Active,bool,,Is Active?
RuleInfo,ApplicationList,varchar,100,Application List
RuleInfo,Category,varchar,100,Category
RuleInfo,DateModified,datetime,,Date Modified
RuleInfo,DoNotRunDuringHighUtilization,bool,,Is Do Not Run During High Utilization?
RuleInfo,ErrorOnRuleAction_ID,bigint,,Reference to ErrorOnRuleAction
RuleInfo,ErrorRetryHours,int,,Error Retry Hours
RuleInfo,ErrorRetryTime,datetime,,Error Retry Time
RuleInfo,ErrorState,int,,Error State
RuleInfo,NextTriggerTime,datetime,,Next Trigger Time
RuleInfo,ProcessName,varchar,100,Process Name
RuleInfo,RedoAllRuleActionsOnError,bool,,Is Redo All Rule Actions On Error?
RuleInfo,RowVersionNumber,int,,Row Version Number
RuleInfo,Rule_ID,bigint,,Reference to Rule
RuleInfo,RuleDescription,varchar,2000,Rule Description
RuleInfo,RuleName,varchar,100,Rule Name
RuleInfo,SkipTimesWhenBehindSchedule,bool,,Is Skip Times When Behind Schedule?
RuleInfo,TriggerDailyTime,datetime,,Trigger Daily Time
RuleInfo,TriggerFacility_ID,bigint,,Reference to TriggerFacility
RuleInfo,TriggerFrequency_ID,bigint,,Reference to TriggerFrequency
RuleInfo,TriggerFrequencySet_ID,bigint,,Reference to TriggerFrequencySet
RuleInfo,TriggerOnAllFacilities,bool,,Is Trigger On All Facilities?
RuleInfo,TriggerOnEachVisitInList,bool,,Is Trigger On Each Visit In List?
RuleInfo,TriggerOnPatientsSort,varchar,50,Trigger On Patients Sort
RuleInfo,TriggerOnSource,varchar,10,Trigger On Source
RuleInfo,TriggerPriority,int,,Trigger Priority
RuleInfo,VisitListCriteria,varchar,300,Visit List Criteria
RuleInfo,WarningMinutes,int,,Warning Minutes
RuleInfo,WarningPriority,int,,Warning Priority

RuleTrigger,,,,Rule Trigger
RuleTrigger,ActionCode,varchar,5,Action Code
RuleTrigger,ActionSource,varchar,10,Action Source
RuleTrigger,BeforeCondition_ID,bigint,,Reference to BeforeCondition
RuleTrigger,Condition_ID,bigint,,Reference to Condition
RuleTrigger,DetailsMatch,varchar,2000,Details Match
RuleTrigger,RowVersionNumber,int,,Row Version Number
RuleTrigger,Rule_ID,bigint,,Reference to Rule
RuleTrigger,RuleTrigger_ID,bigint,,ID for RuleTrigger
RuleTrigger,TriggerType,varchar,6,Trigger Type

ShipmentPackage,,,,Shipment Package
ShipmentPackage,Contaminated,bool,,Is Contaminated?
ShipmentPackage,DeliveryDate,datetime,,Delivery Date
ShipmentPackage,DeliveryStatusCode,varchar,20,Delivery Status Code
ShipmentPackage,ExternalPackageID,varchar,20,External Package ID
ShipmentPackage,Facility_ID,bigint,,Reference to Facility
ShipmentPackage,Inbound,bool,,Is Inbound?
ShipmentPackage,ManifestDate,datetime,,Manifest Date
ShipmentPackage,ReferenceNumbers,varchar,50,Reference Numbers
ShipmentPackage,RowVersionNumber,int,,Row Version Number
ShipmentPackage,ServiceCode,varchar,20,Service Code
ShipmentPackage,ShipmentPackage_ID,bigint,,ID for ShipmentPackage
ShipmentPackage,ShippingLocation_ID,bigint,,Reference to ShippingLocation
ShipmentPackage,ShipToCity,varchar,30,Ship To City
ShipmentPackage,ShipToName,varchar,50,Ship To Name
ShipmentPackage,ShipToState,varchar,20,Ship To State
ShipmentPackage,SignedByStaff_ID,bigint,,Reference to SignedByStaff
ShipmentPackage,TrackingNumber,varchar,40,Tracking Number
ShipmentPackage,UserType,bool,,Is User Type?

ShippingLocation,,,,Shipping Location
ShippingLocation,Facility_ID,bigint,,Reference to Facility
ShippingLocation,LocationDescription,varchar,200,Location Description
ShippingLocation,LocationName,varchar,75,Location Name
ShippingLocation,RowVersionNumber,int,,Row Version Number
ShippingLocation,ShippingLocation_ID,bigint,,ID for ShippingLocation

SQLModifier,,,,SQL Modifier
SQLModifier,AuthorName,varchar,35,Author Name
SQLModifier,CreatedDateTime,datetime,,Created Date Time
SQLModifier,FindSQL,varchar,,Find SQL
SQLModifier,MatchSQL,varchar,,Match SQL
SQLModifier,ReplaceSQL,varchar,,Replace SQL
SQLModifier,SQLModifierHash,varchar,200,SQL Modifier Hash
SQLModifier,TimeoutSeconds,int,,Timeout Seconds

Staff,,,,Staff
Staff,_NameSearch,varchar,60,denormalized Name Search
Staff,Active,bool,,Is Active?
Staff,BedBoardAdminBold,bool,,Is Bed Board Admin Bold?
Staff,BedboardAdminColumnWidths,varchar,,Bedboard Admin Column Widths
Staff,BedBoardAdminListWidth,int,,Bed Board Admin List Width
Staff,BedboardAdminPatientDisplay_ID,bigint,,Reference to BedboardAdminPatientDisplay
Staff,BedBoardBold,bool,,Is Bed Board Bold?
Staff,BedBoardColor,varchar,30,Bed Board Color
Staff,BedBoardColumnWidths,varchar,,Bed Board Column Widths
Staff,BedBoardListWidth,int,,Bed Board List Width
Staff,BedBoardMode,int,,Bed Board Mode
Staff,BedBoardPatientDisplay_ID,bigint,,Reference to BedBoardPatientDisplay
Staff,BedBoardPatientSet_ID,bigint,,Reference to BedBoardPatientSet
Staff,BedBoardScalingFactor,decimal,"5,2",Bed Board Scaling Factor
Staff,BedBoardSortAscending,bool,,Is Bed Board Sort Ascending?
Staff,BedBoardSortColumn,varchar,100,Bed Board Sort Column
Staff,BedBoardStaffListPosition,int,,Bed Board Staff List Position
Staff,BedBoardStaffListWidth,int,,Bed Board Staff List Width
Staff,ChatAutomaticResponse,varchar,500,Chat Automatic Response
Staff,CheckNotifications,bool,,Is Check Notifications?
Staff,ConsentRequesterType,varchar,20,Consent Requester Type
Staff,DateOfBirth,datetime,,Date Of Birth
Staff,DefaultApplication,varchar,20,Default Application
Staff,DefaultPrinter,varchar,200,Default Printer
Staff,DisplayColumnWidths,varchar,,Display Column Widths
Staff,ePrescribeActiveEndTime,datetime,,e Prescribe Active End Time
Staff,ePrescribeActiveStartTime,datetime,,e Prescribe Active Start Time
Staff,ePrescribePartnerAccount,varchar,35,e Prescribe Partner Account
Staff,ePrescribeServiceLevel,varchar,100,e Prescribe Service Level
Staff,EPrescribingRegistrationDateTime,datetime,,E Prescribing Registration Date Time
Staff,EPrescribingRegistrationMessage,varchar,2000,E Prescribing Registration Message
Staff,EPrescribingRegistrationUpdateDateTime,datetime,,E Prescribing Registration Update Date Time
Staff,ExcludeFromPrescriberList,bool,,Is Exclude From Prescriber List?
Staff,FHIRScopes,varchar,1000,FHIR Scopes
Staff,ForwardChatToStaff_ID,bigint,,Reference to ForwardChatToStaff
Staff,GetSureScriptsInfo,bool,,Is Get Sure Scripts Info?
